attendance_id,student_id,class_id,month,attendance_percent
A3246,S3541,C108,Feb 2025,81.2
A3247,S3542,C109,Sep 2024,73.6
A3248,S3542,C109,Oct 2024,90.9
A3249,S3542,C109,Nov 2024,74.8
A3250,S3542,C109,Dec 2024,99.4
A3251,S3542,C109,Jan 2025,62.1
A3252,S3542,C109,Feb 2025,56.9
A3253,S3543,C108,Sep 2024,68.7
A3254,S3543,C108,Oct 2024,95.9
A3255,S3543,C108,Nov 2024,92.6
A3256,S3543,C108,Dec 2024,62.4
A3257,S3543,C108,Jan 2025,80.0
A3258,S3543,C108,Feb 2025,79.4
A3259,S3544,C107,Sep 2024,64.7
A3260,S3544,C107,Oct 2024,61.8
A3261,S3544,C107,Nov 2024,69.5
A3262,S3544,C107,Dec 2024,89.4
A3263,S3544,C107,Jan 2025,
A3264,S3544,C107,Feb 2025,
A3265,S3545,C106,Sep 2024,59.6
A3266,S3545,C106,Oct 2024,72.3
A3267,S3545,C106,Nov 2024,74.1
A3268,S3545,C106,Dec 2024,97.0
A3269,S3545,C106,Jan 2025,65.2
A3270,S3545,C106,Feb 2025,51.0
A3271,S3546,C101,Sep 2024,84.7
A3272,S3546,C101,Oct 2024,87.8
A3273,S3546,C101,Nov 2024,85.2
A3274,S3546,C101,Dec 2024,85.0
A3275,S3546,C101,Jan 2025,74.2
A3276,S3546,C101,Feb 2025,50.9
A3277,S3547,C104,Sep 2024,86.5
A3278,S3547,C104,Oct 2024,96.8
A3279,S3547,C104,Nov 2024,57.9
A3280,S3547,C104,Dec 2024,
A3281,S3547,C104,Jan 2025,53.4
A3282,S3547,C104,Feb 2025,63.3
A3283,S3548,C108,Sep 2024,92.5
A3284,S3548,C108,Oct 2024,55.3
A3285,S3548,C108,Nov 2024,85.8
A3286,S3548,C108,Dec 2024,
A3287,S3548,C108,Jan 2025,53.1
A3288,S3548,C108,Feb 2025,51.6
A3289,S3549,C111,Sep 2024,94.6
A3290,S3549,C111,Oct 2024,88.5
A3291,S3549,C111,Nov 2024,79.9
A3292,S3549,C111,Dec 2024,58.6
A3293,S3549,C111,Jan 2025,63.9
A3294,S3549,C111,Feb 2025,52.4
A3295,S3550,C104,Sep 2024,82.3
A3296,S3550,C104,Oct 2024,84.3
A3297,S3550,C104,Nov 2024,66.3
A3298,S3550,C104,Dec 2024,66.9
A3299,S3550,C104,Jan 2025,81.4
A3300,S3550,C104,Feb 2025,97.3
A3301,S3551,C102,Sep 2024,69.7
A3302,S3551,C102,Oct 2024,74.7
A3303,S3551,C102,Nov 2024,84.9
A3304,S3551,C102,Dec 2024,67.1
A3305,S3551,C102,Jan 2025,93.4
A3306,S3551,C102,Feb 2025,92.3
A3307,S3552,C109,Sep 2024,83.7
A3308,S3552,C109,Oct 2024,76.8
A3309,S3552,C109,Nov 2024,99.2
A3310,S3552,C109,Dec 2024,85.1
A3311,S3552,C109,Jan 2025,82.2
A3312,S3552,C109,Feb 2025,93.8
A3313,S3553,C110,Sep 2024,77.7
A3314,S3553,C110,Oct 2024,62.1
A3315,S3553,C110,Nov 2024,56.9
A3316,S3553,C110,Dec 2024,73.6
A3317,S3553,C110,Jan 2025,75.8
A3318,S3553,C110,Feb 2025,91.4
A3319,S3554,C111,Sep 2024,57.0
A3320,S3554,C111,Oct 2024,84.1
A3321,S3554,C111,Nov 2024,65.2
A3322,S3554,C111,Dec 2024,97.0
A3323,S3554,C111,Jan 2025,73.5
A3324,S3554,C111,Feb 2025,81.1
A3325,S3555,C112,Sep 2024,82.5
A3326,S3555,C112,Oct 2024,54.6
A3327,S3555,C112,Nov 2024,92.6
A3328,S3555,C112,Dec 2024,58.2
A3329,S3555,C112,Jan 2025,69.9
A3330,S3555,C112,Feb 2025,83.6
A3331,S3556,C105,Sep 2024,52.8
A3332,S3556,C105,Oct 2024,79.0
A3333,S3556,C105,Nov 2024,70.5
A3334,S3556,C105,Dec 2024,
A3335,S3556,C105,Jan 2025,53.2
A3336,S3556,C105,Feb 2025,86.3
A3337,S3557,C105,Sep 2024,75.1
A3338,S3557,C105,Oct 2024,65.2
A3339,S3557,C105,Nov 2024,54.2
A3340,S3557,C105,Dec 2024,77.4
A3341,S3557,C105,Jan 2025,65.3
A3342,S3557,C105,Feb 2025,97.3
A3343,S3558,C103,Sep 2024,79.6
A3344,S3558,C103,Oct 2024,64.3
A3345,S3558,C103,Nov 2024,
A3346,S3558,C103,Dec 2024,76.4
A3347,S3558,C103,Jan 2025,77.0
A3348,S3558,C103,Feb 2025,86.3
A3349,S3559,C105,Sep 2024,95.1
A3350,S3559,C105,Oct 2024,98.1
A3351,S3559,C105,Nov 2024,85.9
A3352,S3559,C105,Dec 2024,77.3
A3353,S3559,C105,Jan 2025,61.2
A3354,S3559,C105,Feb 2025,70.2
A3355,S3560,C101,Sep 2024,74.4
A3356,S3560,C101,Oct 2024,56.4
A3357,S3560,C101,Nov 2024,62.8
A3358,S3560,C101,Dec 2024,99.2
A3359,S3560,C101,Jan 2025,87.8
A3360,S3560,C101,Feb 2025,74.1
A3361,S3561,C108,Sep 2024,61.3
A3362,S3561,C108,Oct 2024,78.7
A3363,S3561,C108,Nov 2024,61.6
A3364,S3561,C108,Dec 2024,59.7
A3365,S3561,C108,Jan 2025,54.7
A3366,S3561,C108,Feb 2025,67.3
A3367,S3562,C105,Sep 2024,77.1
A3368,S3562,C105,Oct 2024,58.0
A3369,S3562,C105,Nov 2024,60.0
A3370,S3562,C105,Dec 2024,69.6
A3371,S3562,C105,Jan 2025,74.5
A3372,S3562,C105,Feb 2025,
A3373,S3563,C109,Sep 2024,88.1
A3374,S3563,C109,Oct 2024,78.3
A3375,S3563,C109,Nov 2024,80.9
A3376,S3563,C109,Dec 2024,84.8
A3377,S3563,C109,Jan 2025,72.5
A3378,S3563,C109,Feb 2025,67.2
A3379,S3564,C110,Sep 2024,90.0
A3380,S3564,C110,Oct 2024,91.4
A3381,S3564,C110,Nov 2024,57.7
A3382,S3564,C110,Dec 2024,97.7
A3383,S3564,C110,Jan 2025,96.5
A3384,S3564,C110,Feb 2025,93.5
A3385,S3565,C108,Sep 2024,71.1
A3386,S3565,C108,Oct 2024,92.1
A3387,S3565,C108,Nov 2024,81.4
A3388,S3565,C108,Dec 2024,60.3
A3389,S3565,C108,Jan 2025,88.7
A3390,S3565,C108,Feb 2025,70.3
A3391,S3566,C107,Sep 2024,64.6
A3392,S3566,C107,Oct 2024,93.9
A3393,S3566,C107,Nov 2024,93.1
A3394,S3566,C107,Dec 2024,93.2
A3395,S3566,C107,Jan 2025,93.0
A3396,S3566,C107,Feb 2025,77.7
A3397,S3567,C103,Sep 2024,80.8
A3398,S3567,C103,Oct 2024,97.4
A3399,S3567,C103,Nov 2024,56.5
A3400,S3567,C103,Dec 2024,90.3
A3401,S3567,C103,Jan 2025,76.3
A3402,S3567,C103,Feb 2025,98.9
A3403,S3568,C112,Sep 2024,82.0
A3404,S3568,C112,Oct 2024,58.1
A3405,S3568,C112,Nov 2024,90.8
A3406,S3568,C112,Dec 2024,83.6
A3407,S3568,C112,Jan 2025,57.4
A3408,S3568,C112,Feb 2025,
A3409,S3569,C101,Sep 2024,50.4
A3410,S3569,C101,Oct 2024,77.2
A3411,S3569,C101,Nov 2024,62.1
A3412,S3569,C101,Dec 2024,93.4
A3413,S3569,C101,Jan 2025,62.5
A3414,S3569,C101,Feb 2025,83.1
A3415,S3570,C104,Sep 2024,67.3
A3416,S3570,C104,Oct 2024,67.5
A3417,S3570,C104,Nov 2024,
A3418,S3570,C104,Dec 2024,59.1
A3419,S3570,C104,Jan 2025,
A3420,S3570,C104,Feb 2025,75.1
A3421,S3571,C106,Sep 2024,79.0
A3422,S3571,C106,Oct 2024,79.1
A3423,S3571,C106,Nov 2024,92.8
A3424,S3571,C106,Dec 2024,82.6
A3425,S3571,C106,Jan 2025,87.0
A3426,S3571,C106,Feb 2025,66.2
A3427,S3572,C109,Sep 2024,71.0
A3428,S3572,C109,Oct 2024,50.9
A3429,S3572,C109,Nov 2024,54.0
A3430,S3572,C109,Dec 2024,69.3
A3431,S3572,C109,Jan 2025,60.5
A3432,S3572,C109,Feb 2025,90.6
A3433,S3573,C106,Sep 2024,
A3434,S3573,C106,Oct 2024,83.8
A3435,S3573,C106,Nov 2024,98.5
A3436,S3573,C106,Dec 2024,
A3437,S3573,C106,Jan 2025,94.4
A3438,S3573,C106,Feb 2025,98.9
A3439,S3574,C103,Sep 2024,68.3
A3440,S3574,C103,Oct 2024,74.2
A3441,S3574,C103,Nov 2024,68.6
A3442,S3574,C103,Dec 2024,98.2
A3443,S3574,C103,Jan 2025,70.1
A3444,S3574,C103,Feb 2025,
A3445,S3575,C112,Sep 2024,55.8
A3446,S3575,C112,Oct 2024,62.5
A3447,S3575,C112,Nov 2024,71.2
A3448,S3575,C112,Dec 2024,80.1
A3449,S3575,C112,Jan 2025,80.9
A3450,S3575,C112,Feb 2025,87.9
A3451,S3576,C105,Sep 2024,82.4
A3452,S3576,C105,Oct 2024,74.6
A3453,S3576,C105,Nov 2024,51.5
A3454,S3576,C105,Dec 2024,84.8
A3455,S3576,C105,Jan 2025,54.3
A3456,S3576,C105,Feb 2025,73.4
A3457,S3577,C101,Sep 2024,94.8
A3458,S3577,C101,Oct 2024,79.8
A3459,S3577,C101,Nov 2024,59.9
A3460,S3577,C101,Dec 2024,90.4
A3461,S3577,C101,Jan 2025,65.0
A3462,S3577,C101,Feb 2025,78.9
A3463,S3578,C111,Sep 2024,81.8
A3464,S3578,C111,Oct 2024,86.6
A3465,S3578,C111,Nov 2024,53.2
A3466,S3578,C111,Dec 2024,92.7
A3467,S3578,C111,Jan 2025,55.7
A3468,S3578,C111,Feb 2025,54.7
A3469,S3579,C112,Sep 2024,72.8
A3470,S3579,C112,Oct 2024,68.6
A3471,S3579,C112,Nov 2024,52.7
A3472,S3579,C112,Dec 2024,
A3473,S3579,C112,Jan 2025,58.3
A3474,S3579,C112,Feb 2025,72.0
A3475,S3580,C101,Sep 2024,91.5
A3476,S3580,C101,Oct 2024,56.1
A3477,S3580,C101,Nov 2024,55.2
A3478,S3580,C101,Dec 2024,90.2
A3479,S3580,C101,Jan 2025,74.6
A3480,S3580,C101,Feb 2025,68.0
A3481,S3581,C104,Sep 2024,73.1
A3482,S3581,C104,Oct 2024,70.5
A3483,S3581,C104,Nov 2024,89.1
A3484,S3581,C104,Dec 2024,50.5
A3485,S3581,C104,Jan 2025,71.7
A3486,S3581,C104,Feb 2025,
A3487,S3582,C104,Sep 2024,57.9
A3488,S3582,C104,Oct 2024,65.4
A3489,S3582,C104,Nov 2024,55.6
A3490,S3582,C104,Dec 2024,71.3
A3491,S3582,C104,Jan 2025,82.2
A3492,S3582,C104,Feb 2025,
A3493,S3583,C109,Sep 2024,83.1
A3494,S3583,C109,Oct 2024,
A3495,S3583,C109,Nov 2024,89.8
A3496,S3583,C109,Dec 2024,90.8
A3497,S3583,C109,Jan 2025,79.9
A3498,S3583,C109,Feb 2025,67.7
A3499,S3584,C111,Sep 2024,52.6
A3500,S3584,C111,Oct 2024,51.8
A3501,S3584,C111,Nov 2024,55.7
A3502,S3584,C111,Dec 2024,99.2
A3503,S3584,C111,Jan 2025,89.3
A3504,S3584,C111,Feb 2025,70.2
A3505,S3585,C104,Sep 2024,73.3
A3506,S3585,C104,Oct 2024,86.9
A3507,S3585,C104,Nov 2024,75.7
A3508,S3585,C104,Dec 2024,68.0
A3509,S3585,C104,Jan 2025,
A3510,S3585,C104,Feb 2025,67.5
A3511,S3586,C110,Sep 2024,60.5
A3512,S3586,C110,Oct 2024,94.3
A3513,S3586,C110,Nov 2024,70.7
A3514,S3586,C110,Dec 2024,87.6
A3515,S3586,C110,Jan 2025,78.7
A3516,S3586,C110,Feb 2025,87.7
A3517,S3587,C108,Sep 2024,66.0
A3518,S3587,C108,Oct 2024,87.6
A3519,S3587,C108,Nov 2024,89.5
A3520,S3587,C108,Dec 2024,55.2
A3521,S3587,C108,Jan 2025,54.6
A3522,S3587,C108,Feb 2025,99.3
A3523,S3588,C107,Sep 2024,55.9
A3524,S3588,C107,Oct 2024,84.2
A3525,S3588,C107,Nov 2024,
A3526,S3588,C107,Dec 2024,87.4
A3527,S3588,C107,Jan 2025,53.2
A3528,S3588,C107,Feb 2025,87.3
A3529,S3589,C106,Sep 2024,71.0
A3530,S3589,C106,Oct 2024,63.7
A3531,S3589,C106,Nov 2024,83.3
A3532,S3589,C106,Dec 2024,91.7
A3533,S3589,C106,Jan 2025,78.6
A3534,S3589,C106,Feb 2025,93.5
A3535,S3590,C106,Sep 2024,51.1
A3536,S3590,C106,Oct 2024,86.9
A3537,S3590,C106,Nov 2024,58.5
A3538,S3590,C106,Dec 2024,64.3
A3539,S3590,C106,Jan 2025,
A3540,S3590,C106,Feb 2025,78.6
A3541,S3591,C104,Sep 2024,63.7
A3542,S3591,C104,Oct 2024,
A3543,S3591,C104,Nov 2024,58.4
A3544,S3591,C104,Dec 2024,94.3
A3545,S3591,C104,Jan 2025,95.3
A3546,S3591,C104,Feb 2025,51.8
A3547,S3592,C103,Sep 2024,75.0
A3548,S3592,C103,Oct 2024,60.2
A3549,S3592,C103,Nov 2024,93.2
A3550,S3592,C103,Dec 2024,73.1
A3551,S3592,C103,Jan 2025,73.9
A3552,S3592,C103,Feb 2025,
A3553,S3593,C101,Sep 2024,81.4
A3554,S3593,C101,Oct 2024,52.8
A3555,S3593,C101,Nov 2024,56.4
A3556,S3593,C101,Dec 2024,
A3557,S3593,C101,Jan 2025,74.9
A3558,S3593,C101,Feb 2025,98.3
A3559,S3594,C109,Sep 2024,92.2
A3560,S3594,C109,Oct 2024,94.5
A3561,S3594,C109,Nov 2024,
A3562,S3594,C109,Dec 2024,56.9
A3563,S3594,C109,Jan 2025,97.9
A3564,S3594,C109,Feb 2025,86.5
A3565,S3595,C103,Sep 2024,66.3
A3566,S3595,C103,Oct 2024,93.2
A3567,S3595,C103,Nov 2024,87.4
A3568,S3595,C103,Dec 2024,
A3569,S3595,C103,Jan 2025,86.8
A3570,S3595,C103,Feb 2025,86.7
A3571,S3596,C112,Sep 2024,90.0
A3572,S3596,C112,Oct 2024,97.4
A3573,S3596,C112,Nov 2024,56.8
A3574,S3596,C112,Dec 2024,100.0
A3575,S3596,C112,Jan 2025,93.6
A3576,S3596,C112,Feb 2025,72.1
A3577,S3597,C107,Sep 2024,57.9
A3578,S3597,C107,Oct 2024,72.7
A3579,S3597,C107,Nov 2024,88.9
A3580,S3597,C107,Dec 2024,80.1
A3581,S3597,C107,Jan 2025,64.0
A3582,S3597,C107,Feb 2025,70.3
A3583,S3598,C102,Sep 2024,97.7
A3584,S3598,C102,Oct 2024,90.2
A3585,S3598,C102,Nov 2024,56.2
A3586,S3598,C102,Dec 2024,77.3
A3587,S3598,C102,Jan 2025,96.5
A3588,S3598,C102,Feb 2025,51.7
A3589,S3599,C101,Sep 2024,52.1
A3590,S3599,C101,Oct 2024,85.8
A3591,S3599,C101,Nov 2024,78.8
A3592,S3599,C101,Dec 2024,52.3
A3593,S3599,C101,Jan 2025,99.8
A3594,S3599,C101,Feb 2025,79.0
A3595,S3600,C106,Sep 2024,74.6
A3596,S3600,C106,Oct 2024,72.4
A3597,S3600,C106,Nov 2024,85.0
A3598,S3600,C106,Dec 2024,
A3599,S3600,C106,Jan 2025,72.9
A3600,S3600,C106,Feb 2025,83.0
A3601,S9315,C106,Sep 2024,74.4
A3602,S9315,C106,Oct 2024,80.5
A3603,S9315,C106,Nov 2024,90.3
A3604,S9315,C106,Dec 2024,90.9
A3605,S9315,C106,Jan 2025,92.5
A3606,S9315,C106,Feb 2025,60.1
A3607,S9344,C106,Sep 2024,53.1
A3608,S9344,C106,Oct 2024,91.8
A3609,S9344,C106,Nov 2024,52.1
A3610,S9344,C106,Dec 2024,60.7
A3611,S9344,C106,Jan 2025,76.3
A3612,S9344,C106,Feb 2025,92.8
A3613,S9456,C101,Sep 2024,94.8
A3614,S9456,C101,Oct 2024,81.4
A3615,S9456,C101,Nov 2024,98.3
A3616,S9456,C101,Dec 2024,86.5
A3617,S9456,C101,Jan 2025,76.4
A3618,S9456,C101,Feb 2025,56.7
A3619,S9324,C101,Sep 2024,71.4
A3620,S9324,C101,Oct 2024,91.1
A3621,S9324,C101,Nov 2024,64.2
A3622,S9324,C101,Dec 2024,78.9
A3623,S9324,C101,Jan 2025,
A3624,S9324,C101,Feb 2025,99.2
A3625,S9123,C101,Sep 2024,58.7
A3626,S9123,C101,Oct 2024,55.1
A3627,S9123,C101,Nov 2024,89.8
A3628,S9123,C101,Dec 2024,51.2
A3629,S9123,C101,Jan 2025,82.2
A3630,S9123,C101,Feb 2025,66.8
A3631,S9128,C105,Sep 2024,86.2
A3632,S9128,C105,Oct 2024,56.0
A3633,S9128,C105,Nov 2024,66.5
A3634,S9128,C105,Dec 2024,50.9
A3635,S9128,C105,Jan 2025,61.8
A3636,S9128,C105,Feb 2025,74.2
A3637,S9436,C110,Sep 2024,58.9
A3638,S9436,C110,Oct 2024,80.0
A3639,S9436,C110,Nov 2024,55.9
A3640,S9436,C110,Dec 2024,87.3
A3641,S9436,C110,Jan 2025,96.1
A3642,S9436,C110,Feb 2025,69.3
A3643,S9178,C106,Sep 2024,76.4
A3644,S9178,C106,Oct 2024,74.4
A3645,S9178,C106,Nov 2024,89.3
A3646,S9178,C106,Dec 2024,99.7
A3647,S9178,C106,Jan 2025,86.8
A3648,S9178,C106,Feb 2025,60.7
A3649,S9387,C105,Sep 2024,84.8
A3650,S9387,C105,Oct 2024,80.8
A3651,S9387,C105,Nov 2024,60.5
A3652,S9387,C105,Dec 2024,62.0
A3653,S9387,C105,Jan 2025,82.6
A3654,S9387,C105,Feb 2025,90.4
A3655,S9193,C102,Sep 2024,88.1
A3656,S9193,C102,Oct 2024,80.3
A3657,S9193,C102,Nov 2024,96.9
A3658,S9193,C102,Dec 2024,86.6
A3659,S9193,C102,Jan 2025,77.1
A3660,S9193,C102,Feb 2025,90.8
